timestamp,date,time,year,month,week,day,day_of_week,hour,device_id,temperature,humidity,alert,predicted_alert,prediction_probability,alert_match,risk_score,predicted_alert_encoded
1970-01-01 00:00:01.776782216,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,95,1,1,1.0,1,53.6,1
1970-01-01 00:00:01.776782218,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,95,0,0,0.0,1,53.0,0
1970-01-01 00:00:01.776782221,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,95,0,0,0.0,1,53.0,0
1970-01-01 00:00:01.776782223,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,95,0,0,0.0,1,53.0,0
1970-01-01 00:00:01.776782225,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,95,0,0,0.0,1,53.0,0
1970-01-01 00:00:01.776782227,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,95,0,0,0.0,1,53.0,0
1970-01-01 00:00:01.776782230,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,80,0,0,0.0,1,47.0,0
1970-01-01 00:00:01.776782232,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,95,0,0,0.0,1,53.0,0
1970-01-01 00:00:01.776782234,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,95,0,0,0.0,1,53.0,0
1970-01-01 00:00:01.776782237,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,95,0,0,0.0,1,53.0,0
1970-01-01 00:00:01.776782239,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,71,0,0,0.0,1,43.4,0
1970-01-01 00:00:01.776782241,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,63,0,0,0.0,1,40.2,0
1970-01-01 00:00:01.776782243,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,58,0,0,0.0,1,38.2,0
1970-01-01 00:00:01.776782246,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,53,0,0,0.0,1,36.2,0
1970-01-01 00:00:01.776782248,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,47,0,0,0.0,1,33.8,0
1970-01-01 00:00:01.776782250,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,42,0,0,0.01,1,31.8,0
1970-01-01 00:00:01.776782253,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,38,0,0,0.0,1,30.2,0
1970-01-01 00:00:01.776782255,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,35,0,0,0.0,1,29.0,0
1970-01-01 00:00:01.776782257,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,31,0,0,0.005,1,27.4,0
1970-01-01 00:00:01.776782259,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,29,0,0,0.0,1,26.6,0
1970-01-01 00:00:01.776782262,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,29,0,0,0.0,1,26.6,0
1970-01-01 00:00:01.776782264,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,28,0,0,0.0,1,26.2,0
1970-01-01 00:00:01.776782266,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,27,0,0,0.0,1,25.8,0
1970-01-01 00:00:01.776782269,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,26,0,0,0.0,1,25.4,0
1970-01-01 00:00:01.776782271,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,26,0,0,0.0,1,25.4,0
1970-01-01 00:00:01.776782273,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,25,0,0,0.0,1,25.0,0
1970-01-01 00:00:01.776782275,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,24,0,0,0.0,1,24.6,0
1970-01-01 00:00:01.776782278,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,24,0,0,0.0,1,24.6,0
1970-01-01 00:00:01.776782280,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,24,0,0,0.0,1,24.6,0
1970-01-01 00:00:01.776782282,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,24,0,0,0.0,1,24.6,0
1970-01-01 00:00:01.776782284,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,25,0,0,0.0,1,25.0,0
1970-01-01 00:00:01.776782287,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,28,0,0,0.0,1,26.2,0
1970-01-01 00:00:01.776782289,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,29,0,0,0.0,1,26.6,0
1970-01-01 00:00:01.776782291,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,30,0,0,0.0,1,27.0,0
1970-01-01 00:00:01.776782294,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,31,0,0,0.005,1,27.4,0
1970-01-01 00:00:01.776782296,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,31,0,0,0.005,1,27.4,0
1970-01-01 00:00:01.776782298,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,32,0,0,0.025,1,27.8,0
1970-01-01 00:00:01.776782300,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,34,0,0,0.0,1,28.6,0
1970-01-01 00:00:01.776782303,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,35,0,0,0.0,1,29.0,0
1970-01-01 00:00:01.776782305,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,36,0,0,0.005,1,29.4,0
1970-01-01 00:00:01.776782307,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,38,0,0,0.0,1,30.2,0
1970-01-01 00:00:01.776782310,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,39,0,0,0.0,1,30.6,0
1970-01-01 00:00:01.776782312,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,40,0,0,0.01,1,31.0,0
1970-01-01 00:00:01.776782314,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,41,0,0,0.0,1,31.4,0
1970-01-01 00:00:01.776782316,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,42,1,1,0.99,1,32.4,1
1970-01-01 00:00:01.776782319,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,42,1,1,0.99,1,32.4,1
1970-01-01 00:00:01.776782321,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,43,1,1,0.99,1,32.8,1
1970-01-01 00:00:01.776782323,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,39,1,1,0.995,1,31.2,1
1970-01-01 00:00:01.776782326,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,36,1,1,1.0,1,30.0,1
1970-01-01 00:00:01.776782328,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,36,1,1,1.0,1,30.0,1
1970-01-01 00:00:01.776782330,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,37,1,1,1.0,1,30.4,1
1970-01-01 00:00:01.776782332,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,37,1,1,1.0,1,30.4,1
1970-01-01 00:00:01.776782335,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,36,1,1,1.0,1,30.0,1
1970-01-01 00:00:01.776782337,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,37,1,1,1.0,1,30.4,1
1970-01-01 00:00:01.776782339,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,40,1,1,1.0,1,31.6,1
1970-01-01 00:00:01.776782341,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,42,1,1,0.99,1,32.4,1
1970-01-01 00:00:01.776782344,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,40,1,1,1.0,1,31.6,1
1970-01-01 00:00:01.776782346,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,40,1,1,1.0,1,31.6,1
1970-01-01 00:00:01.776782348,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,40,1,1,1.0,1,31.6,1
1970-01-01 00:00:01.776782351,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,38,1,1,1.0,1,30.8,1
1970-01-01 00:00:01.776782353,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,36,1,1,1.0,1,30.0,1
1970-01-01 00:00:01.776782355,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,38,1,1,1.0,1,30.8,1
1970-01-01 00:00:01.776782357,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,38,1,1,1.0,1,30.8,1
1970-01-01 00:00:01.776782360,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,36,1,1,1.0,1,30.6,1
1970-01-01 00:00:01.776782362,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,35,1,1,0.995,1,30.2,1
1970-01-01 00:00:01.776782364,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,32,1,1,0.99,1,29.0,1
1970-01-01 00:00:01.776782367,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,33,1,1,0.985,1,29.4,1
1970-01-01 00:00:01.776782369,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,34,1,1,0.995,1,29.8,1
1970-01-01 00:00:01.776782371,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,37,1,1,1.0,1,31.0,1
1970-01-01 00:00:01.776782373,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,35,1,1,0.995,1,30.2,1
1970-01-01 00:00:01.776782376,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,32,1,1,0.99,1,29.0,1
1970-01-01 00:00:01.776782378,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,32,1,1,0.99,1,29.0,1
1970-01-01 00:00:01.776782380,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,29,1,1,0.95,1,27.8,1
1970-01-01 00:00:01.776782383,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,27,1,1,0.975,1,27.0,1
1970-01-01 00:00:01.776782385,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,25,1,1,0.98,1,26.2,1
1970-01-01 00:00:01.776782387,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,23,1,1,0.995,1,25.4,1
1970-01-01 00:00:01.776782389,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,22,1,1,0.99,1,25.0,1
1970-01-01 00:00:01.776782392,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,22,1,1,0.99,1,25.0,1
1970-01-01 00:00:01.776782394,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,21,1,1,0.995,1,24.6,1
1970-01-01 00:00:01.776782396,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,20,1,1,1.0,1,24.2,1
1970-01-01 00:00:01.776782398,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,20,1,1,1.0,1,24.2,1
1970-01-01 00:00:01.776782401,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,20,1,1,1.0,1,24.2,1
1970-01-01 00:00:01.776782403,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,19,1,1,1.0,1,23.8,1
1970-01-01 00:00:01.776782405,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,19,1,1,1.0,1,23.8,1
1970-01-01 00:00:01.776782408,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,19,1,1,1.0,1,23.8,1
1970-01-01 00:00:01.776782410,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,19,1,1,1.0,1,23.8,1
1970-01-01 00:00:01.776782412,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,19,1,1,1.0,1,23.8,1
1970-01-01 00:00:01.776782414,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,27,19,1,1,1.0,1,23.8,1
1970-01-01 00:00:01.776782417,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782419,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782421,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782424,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782426,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782428,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782430,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782433,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782435,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782437,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782440,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782442,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782444,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782446,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782449,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782451,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782453,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782455,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782458,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782460,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782462,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782465,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782467,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782469,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782471,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782474,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782476,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782478,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782481,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782483,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782485,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782487,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782490,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,19,1,1,0.91,1,23.2,1
1970-01-01 00:00:01.776782492,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,18,1,1,1.0,1,22.8,1
1970-01-01 00:00:01.776782494,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,26,19,1,1,0.91,1,23.2,1
1970-01-01 00:00:01.776782497,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,17,0,0,0.0,1,21.8,0
1970-01-01 00:00:01.776782499,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782501,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,17,0,0,0.0,1,21.8,0
1970-01-01 00:00:01.776782503,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,17,0,0,0.0,1,21.8,0
1970-01-01 00:00:01.776782506,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,17,0,0,0.0,1,21.8,0
1970-01-01 00:00:01.776782508,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,17,0,0,0.0,1,21.8,0
1970-01-01 00:00:01.776782510,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,17,0,0,0.0,1,21.8,0
1970-01-01 00:00:01.776782512,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782515,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,17,0,0,0.0,1,21.8,0
1970-01-01 00:00:01.776782517,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782519,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782522,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782524,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782526,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782528,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782531,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782533,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,17,0,0,0.0,1,21.8,0
1970-01-01 00:00:01.776782535,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782538,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782540,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782542,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782544,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782547,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782549,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782551,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782554,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782556,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782558,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782560,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782563,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
1970-01-01 00:00:01.776782565,1970-01-01,00:00:01,1970,1,1,1,3,0,sensor_1,25,18,0,0,0.0,1,22.2,0
